content,score,label,word_count,clean_text
Plis dong jangan terlalu bnyk tyang di tv jadi ngilangin jadwal film yg mau ditonton aduh makes sy liatnya parah bngt Klo ada yg mau niat bljr ya ada aja gk prlu tyng trus di tv Sy tu butuh hiburan agar otaknya fresh biar bisa nangkap pelajaran sekolah apapun Plis lah jangan ganggu hiburan sy di tv,1,Negatif,57,plis bnyk tyang tv ngilangin jadwal film tonton aduh makes sy liat parah bngt klo niat bljr gk prlu tyng trus tv sy tu butuh hibur otak fresh biar nangkap ajar sekolah apa plis ganggu hibur sy tv
Apk ini sangat jelek:v,2,Negatif,4,apk jelekv
"kalau mau ngiklan kira kira dong, ruang guru kalo bikin acara di banyak channel dan harus menskip acara yang ingin saya tonton itu sangat mengganggu, tolong iklan di TV disudahi bosen gua lihat itu trus njir",1,Negatif,36,ngiklan ruang guru kalo bikin acara channel skip acara tonton ganggu tolong iklan tv sudah bosen gua lihat trus njir
Kenapa si kak kok ga bisa di instal ana gangguan apa,1,Negatif,11,si kak ga instal ana ganggu
Saya jadi menambah ilmu dari ruangguru ini😍😍,5,Positif,7,tambah ilmu
Sangat menganggu dikarnakan menggunakan semua chennel tv,1,Negatif,7,menganggu dikarnakan chennel tv
Materi lebih di tingkatksn+mantap,5,Positif,4,materi tingkatksnmantap
"Yuhuuuuu ruang guru🙄🙄🙄🙄,eh malah kebalikanya saya kan udah lamgganan ruang guru sampe bulan juni nah jadi gini ceritanya saya kan ganti hp di hp saya donlud ruang guru eh tau tau ya di suruh langganan lagi ngabis ngabisin uang orang tua gw aja yaaa..... Hebaaat hebbaaat adminya malah slow respon percuma dah besok kalo bisa nda gw kasi bintang aja biar hebatan lagi daripada kaya gini",1,Negatif,66,yuhuuuuu ruang gurueh kebalikanya udah lamgganan ruang guru sampe juni gin cerita ganti hp hp donlud ruang guru eh tau tau suruh langgan ngabis ngabisin uang orang tua gw yaaa hebaaat hebbaaat adminya slow respon dah besok kalo nda gw kasi bintang biar hebat kaya gin
Trimakasih ruang guru aku jadi lebih mengerti dan mudah memahami💗,5,Positif,10,trimakasih ruang guru erti mudah paham
kenapa kamu meng hakc semua tv dengan ruang guru ??? apa kah di masa pandemi corona ini tidak bosa dengan kamu meng hakc tv saya saya mau ngapain saya lagi hemat kuota agar tidak nonton yutube e malah nge hakc tv di jadikan ruang guru semua 😡😡,2,Negatif,47,meng hakc tv ruang guru kah pandemi corona bosa meng hakc tv ngapain hemat kuota nonton yutube e nge hakc tv jadi ruang guru
Saya masukkan kodenya gak mau saya bayar gak mau,1,Negatif,9,masuk kode gak bayar gak
"Sebenarnya aplikasinya sudah bagus, tp mohon maaf yh, saya tidak berlangganan sama ruang guru, tp knp yh ka, saya selalu di cht sma kaka2nya, walaupun saya sudah menjawabnya, saya minta sama pengurus aplikasi ruang guru, jangan cht kami terus berulang2 yh, juga jangan memberi pertanyaan dan menjawabnya bukan sesuai dengan pertanyaanya, Trimakasih atas tawaran bantuanya, tp saya tidak butuh, trimakasih",1,Negatif,60,aplikasi bagus tp mohon maaf yh langgan ruang guru tp knp yh ka cht sma kakanya jawab urus ruang guru cht ulang yh jawab sesuai pertanyaanya trimakasih tawar bantuanya tp butuh trimakasih
"aplikasinya sangat membantu buat anak2 sd , smp , sma tapi sayang gak ada pelajaran smk tentang soal kejuruan gitu loh kak",2,Negatif,22,aplikasi bantu anak sd smp sma sayang gak ajar smk juru gitu loh kak
MAKASIH YA RUANG GURU SAYA JADI MENGERTI DAN DAPAT NO1,5,Positif,10,makasih ruang guru erti no
Alhamdulillah dengan menggunakan aplikasi ruang guru pelajaran yg tadinya susah setelah menggunakan aplikasi ini menjadi pelajaran yg mudah untuk dipelajari memang the best ruang guru . Di ruang guru banyak sekali vidio pembahasan yang menarik dan juga setelah menonton vidio pembahasan materi maka akan ada yang namanya kuis nah kuis itu bertujuan untuk mengasah materi yang sudah dipelajari . Belajar di ruang guru membuat saya dan pengguna ruang guru menjadi mudah memahami materi pelajaran.,5,Positif,74,alhamdulillah ruang guru ajar susah ajar mudah ajar the best ruang guru ruang guru vidio bahas tarik tonton vidio bahas materi nama kuis kuis tuju asah materi ajar ajar ruang guru guna ruang guru mudah paham materi ajar
Kenapa gk bisa pas didata diri tidak bisa pilih provinsi sama pas pilih kelas kgak bisa,1,Negatif,16,gk pas data pilih provinsi pas pilih kelas kgak
kalo fitur yang bayar apa aja.kan tadi udah ada fitur gratis.online bisa gak?,5,Positif,13,kalo fitur bayar aja udah fitur gratisonline gak
Kalo bikin siaran tv yang bener Jan bikin semua Chanel isinya ruang guru mulu,1,Negatif,14,kalo bikin siar tv bener jan bikin chanel isi ruang guru mulu
Kenapa belakangan ini saya susah memutar video2nya ya ?,2,Negatif,9,susah putar video
aku kasih bintang 5 saya suka ruang guru saya akan mencoba biar saya pintar dan nilai saya bagus biar dapat 100,5,Positif,21,kasih bintang suka ruang guru coba biar pintar nilai bagus biar
Aplikasi gaguna gua ketipu ratusan juta tapi ga pinter pinter jangan dongload mending unistal wkwk papale pale pale,1,Negatif,18,gaguna gua tipu ratus juta ga pinter pinter dongload mending unistal wkwk papale pale pale
"Halo nama saya Ryan Elkian, Aplikasi ruang guru sangat membantu. Dan kemarinnya ulangan saya bisa karna ruang guru lah andalanku.",5,Positif,20,halo nama ryan elkian ruang guru bantu kemarin ulang karna ruang guru andal
Bagaimana cara bayarannya dan mahal ga bayarnya aku mau 50 ribu,1,Negatif,11,bayar mahal ga bayar ribu
Apakah ada untuk anak jurusan SMK kak ?,1,Negatif,8,anak jurus smk kak
"Terimakasih ruangguru telah membantu saya, karena aplikasi ini saya bisa punya semangat untuk selalu belajar walaupun malas dan menemani ketika bosen. Terimakasih sekali lagi dan membuat saya juara kelas",5,Positif,29,terimakasih bantu semangat ajar malas tani bosen terimakasih juara kelas
hmm kenapa tidak diberitahu kalau mau nnyak ke tutornya langsung itu harus bayar dulu kalo mau nanyak tentang pelajaran. Saya kira gratis,1,Negatif,22,hmm diberitahu nnyak tutor langsung bayar kalo nanyak ajar gratis
Selama saya belajar di ruang guru Saya mulai mendapat perubahan dari nilai mtk saya hanya rata-rata 70 sekarang mulai meningkat jadi rata-rata 90 terimakasih banyak ruang guru,1,Negatif,27,ajar ruang guru ubah nilai mtk ratarata tingkat ratarata terimakasih ruang guru
Sorry kak ga jadi daftar,5,Positif,5,sorry kak ga daftar
Terima kasih ruangguru berkat ruangguru saya bisa mendapatkan piala juara 2,5,Positif,11,terima kasih berkat piala juara
"Ruang guru apk paling hebat membantu anak"" yg sedang dilanda pandemi jadi bisa belajar walau sekolah dirumah ,dan semua kelas"" yg ada di ruang guru untuk prakerja sangat bagus bagus",5,Positif,30,ruang guru apk hebat bantu anak landa pandemi ajar sekolah rumah kelas ruang guru prakerja bagus bagus
aplikasi nya bagus saya bisa juara kelas sekarang terima kasih ruang guru,5,Positif,12,bagus juara kelas terima kasih ruang guru
"gausah temenin ruang guru, masa gue mau coba sekolah online nomer gue udh dipake orang lain sih emng bisa apa?! ngeselin bgt sih! dah kapok gue make bimbel bimbel online besok besok kaga bakal gue make bimbel bimbel online.",1,Negatif,39,gausah temenin ruang guru gue coba sekolah online nomer gue udh dipake orang emng ngeselin bgt dah kapok gue make bimbel bimbel online besok besok kaga gue make bimbel bimbel online
Tolong iklan di TV di hapus sangat tidak mendidik dan membosankan,1,Negatif,11,tolong iklan tv hapus didik bosan
makasih ya Ruang guru karna saya sering mendapatkan nilai 100 saat pelajaran mtk,5,Positif,13,makasih ruang guru karna nilai ajar mtk
bagus banget apk nya Aku seneng bgt,5,Positif,7,bagus banget apk neng bgt
"karna ruang guru, yang tadinya saya tidak apa apa di sekolah, sekarang saya menjadi juara 1 olimpiade sains nasional tingkat kabupaten,mata pelajaran matematika, terimakasih ruang guru",5,Positif,26,karna ruang guru sekolah juara olimpiade sains nasional tingkat kabupatenmata ajar matematika terimakasih ruang guru
sangat bagus aku mau. mengasih bintang 1000000 biar anak se umurku bisa belajar dan main game nya agak di kurangin,5,Positif,20,bagus asih bintang biar anak umur ajar main game rangin
Kalo bisa promo nya diperpanjang yaa. Please 😅😀,5,Positif,8,kalo promo panjang yaa please
"Hai,saya sangat berterima kasih atas aplikasi ruangguru.atas bantuann dari ruangguru nilai mtk saya jadi lebih bagus dari yg 50,60,65 sekarang jadi 80,95,100",5,Positif,22,haisaya terima kasih ruangguruatas bantuann nilai mtk bagus
"bagaimn sih ini ruang guru,sdh aku masuk lalu tdk ada foto yg muncul,bikin sial aja lbih baik sekolah dari pada ruang guru kalau ruang guru di bayar lagi,kalau sekolah tdk tpi bu gurunya ikhlas memberikan pelajaran",1,Negatif,36,bagaimn ruang gurusdh masuk tdk foto munculbikin sial lbih sekolah ruang guru ruang guru bayar lagikalau sekolah tdk tpi bu guru ikhlas ajar
selama ini anak saya sll mggunkan bimbel convensional.,5,Positif,8,anak sll mggunkan bimbel convensional
Kenapa untuk SMK tidak ada,1,Negatif,5,smk
"Halo ruangguru aplikasi bagus banget belajar jadi paham:) oh iya kakak yang nawarkan diskon agak jengkel sih tapi gak apa apa. Kalau ruangguru yah harga jatuh lumayan dan kadang ada kakak yang nawar diskon jadi lebih murah oh iya ini kan pakai kuota jadi kuota ruangguru untuk satu video ada 100 mb jadi kalau untuk kuota 1 bulan lebih baik 5 gb. Oh ya thankyou ruangguru editan 17, Juli 2019 pernah jadi rangking 2 pas sd kelas 6:)",5,Positif,78,halo bagus banget ajar paham oh iya kakak nawarkan diskon jengkel gak yah harga jatuh lumayan kadang kakak nawar diskon murah oh iya pakai kuota kuota video mb kuota gb oh thankyou edit juli rangking pas sd kelas
"Maaf developer, sekarang kok ruang guru gak kaya dulu lgi pas jaringan jelek sekarang di ulang vidio nya:(, jadi males kalau begini kasihan yang signyal nya jelek",2,Negatif,27,maaf developer ruang guru gak kaya lgi pas jaring jelek ulang vidio males kasihan signyal jelek
"Ruang guru keren, aplikasi untuk belajar terbaik di indonesia",5,Positif,9,ruang guru keren ajar baik indonesia
"Tiap buka aplikasi ruangguru lemot banget, mau buka video ga bisa muter2 mulu padahal sinyal bagus, buka aplikasi lain kenceng banget tapi giliran buka rg lemott parah, mau belajar jadi males kelamaan nunggu, rugi banget berlangganan kalo begini",2,Negatif,38,buka lot banget buka video ga muter mulu sinyal bagus buka kenceng banget gilir buka lemott parah ajar males nunggu rugi banget langgan kalo
"aplikasi suka keluar, lag, masih lancaran main ml",1,Negatif,8,suka lag lancar main ml
Bagus saya paham materi nya juga sesuai,5,Positif,7,bagus paham materi sesuai
kak ruang guru itu mantap sekali terima kasih kak iman kak delvara,5,Positif,12,kak ruang guru mantap terima kasih kak iman kak delvara
Sia sia download.. katanya semua pelajaran ada.. padahal sampe uninstal apk2 lain biar apk ini bisa di download.. eh ternyata nggak ada pelajaran bahasa arab.. mengecewakan. ._.,1,Negatif,27,sia sia download ajar sampe uninstal apk biar apk download eh nggak ajar bahasa arab kecewa 
Belajar jadi lebih nyaman,5,Positif,4,ajar nyaman
Woi jangan bajak tipi gua Napa,1,Negatif,6,woi bajak tipi gua napa
"suka ngestuck pas buka apknya, jdi harus kluar trs masuk apknya lgi. trs waktu ngerjain soal pas scroll soalnya ke bawah terus scroll ke atas lgi suka ga bisa, malah ke refresh. padahal uda ku uptade apknya",1,Negatif,37,suka ngestuck pas buka apknya jdi kluar trs masuk apknya lgi trs ngerjain pas scroll scroll lgi suka ga refresh uda ku uptade apknya
"Gak jadi bintang 5,,apk terlalu bo*oh",1,Negatif,6,gak bintang apk booh
kenapa kalau kita ingin belajar harus membayarnya?,2,Negatif,7,ajar bayar
"MASIH MENDING BELAJAR LANGSUNG DAH DARI PADA BIMBEL ONLINE FAEDAH NYA APAAN 
COBA MASIH MENDING LANGSUNG TERANGKAN AJA DENGAN GURU",1,Negatif,20,mending ajar langsung dah bimbel online faedah coba mending langsung terang guru
Bisa membantu belajar sekali,5,Positif,4,bantu ajar
"ksih bintang 1 dlu yaa,,,saya kls 10 akomodasi perhotelan kok nggk ada mohon di tambahin ya",1,Negatif,16,ksih bintang dlu yaasaya kls akomodasi hotel nggk mohon tambahin
karena satu melambangkan keesaan Tuhan sebagaimana sila pertama Pancasila 👍👍👍👍👍,1,Negatif,10,melambang esa tuhan sila pancasila
"Bagus banget.. Kan sekarang lagi libur tuh.. pas banget terus ada sekolah online gratiss lagii, pokoknya Nice deh",5,Positif,18,bagus banget libur tuh pas banget sekolah online gratiss lagi pokok nice deh
tipi isi nya ruang guru semu cokkkk,1,Negatif,7,tipi isi ruang guru semu cokkkk
"Gilaa sih ni .... bener bener kayak punya guru les privat , yang awal ny cuman coba coba , trus ketagihn. Yang awal ny di kelas gua selalu dapet ranking 6-7-9 gitu gitu mulu , sekarang (kemaren semester4) bisa ranking 2 ... anjr kaget banget gua ,, padahl selama pake ruang guru tu kek gk kerasa lagi belajar saking gampang masuk ke otak ny gitu lho , thank youu banget .. akhir ny bisa ganti hp baru karna ranking 2 .. maksihhhh 😭😭😭",5,Positif,83,gilaa ni bener bener kayak guru les privat ny cuman coba coba trus ketagihn ny kelas gua dapet ranking gitu gitu mulu kemaren semester ranking anjr kaget banget gua padahl pake ruang guru tu kek gk rasa ajar saking gampang masuk otak ny gitu lho thank youu banget ny ganti hp karna ranking maksihhhh
Metode pembelajaran nya sangat menarik dan sangat mudah di pahami sekali^-^,5,Positif,11,metode ajar tarik mudah paham
Keren banget..Aku jadi lebih ngerti ama materi yang belum aku kuasai..Mkasih Ruangguru,5,Positif,12,keren bangetaku ngerti ama materi kuasaimkasih
"Maaf saya kasih bintang 2, karena aliansi ruang guru lemot",2,Negatif,10,maaf kasih bintang aliansi ruang guru lot
alhamdulilah setelah belajar di ruang guru nilai saya naik dari dulunya 50 an menjadi 100 terimakasih klinik tong fang -Ardog,1,Negatif,20,alhamdulilah ajar ruang guru nilai dulunya an terimakasih klinik tong fang ardog
Gimana sih aku sudah foto soal ku tapi malah vidio yang muncul,1,Negatif,12,gimana foto ku vidio muncul
Wooooy jangan bajak TV gw orang juga mau nonton tv jan bikin kesel napa plis lah (2x)Wooooy plissss lah gw mau nonton tv jirrrrr apa an dah lu kasih iklan 1 hari 1x aja napa ini berkali kali promosi kwkwkwkwkw kaga laku ?,1,Negatif,43,wooooy bajak tv gw orang nonton tv jan bikin kesel napa plis xwooooy plissss gw nonton tv jirrrrr an dah lu kasih iklan x napa kali kali promosi kwkwkwkwkw kaga laku
"aplikasinya bagus dan membantu saya belajar,dan mudah,terima ksih ya",5,Positif,9,aplikasi bagus bantu belajardan mudahterima ksih
Jelek banget udh berhenti pakai ruangguru setengah tahun masa masih tanya mau lanjut apa kagak saya sudah balas chatnya tidak masih di chat saya ficxon gurunya memang jelek yang ngajar ini cih apk jelek tlol,1,Negatif,35,jelek banget udh henti pakai kagak balas chatnya chat ficxon guru jelek ngajar cih apk jelek tlol
Ruang guru is the best👍,5,Positif,5,ruang guru is the best
Sangat menarik aplikasi nya,5,Positif,4,tarik
aplikasinya banyak makan ruang asw_-,2,Negatif,5,aplikasi makan ruang asw
Ruang guru kls 5 Semua mata pelajaran kls 5,1,Negatif,9,ruang guru kls mata ajar kls
Terimakasih ruang guru semangat terus mencerdaskan anak bangsa. Semoga semakin sukses,5,Positif,11,terimakasih ruang guru semangat cerdas anak bangsa moga sukses
"belajar di ruang guru buat ulangan jdi gampang😉 tapi akhir"" ini video ruang guru lemot kalo di download:( bagaimana kak? tolong di bantu:)",5,Positif,23,ajar ruang guru ulang jdi gampang video ruang guru lot kalo download kak tolong bantu
"Kesulitan saat daftar.  Memasukan nomor tlp yg benar,  tapi dapat respon nomor tidak valid.  Saya dudah coba 4x tetep sama dan terpaksa saya hapus aplikasi ini",1,Negatif,26,sulit daftar pasu nomor tlp respon nomor valid dudah coba x tetep paksa hapus
Aapaan si ko jdi sering update trus.. Emang apa yg diperbarui sama aja si,1,Negatif,14,aapaan si ko jdi update trus emang baru si
Bagus bangt aku suka sm avatar nya harga nya mahal nah berarti kita harus bnyk belajar buat mendapatkan itu . Saya jadi termotivasj #Thankyouruangguru,5,Positif,24,bagus bangt suka sm avatar harga mahal bnyk ajar termotivasj
apk ini bayar nya jutaan 😢 aku mau belajar tapi gk ada uwang,1,Negatif,13,apk bayar juta ajar gk uwang
"anjir gkguna, bangsat kukira gratis",1,Negatif,5,anjir gkguna bangsat kira gratis
"Knp hrs bayar segala? kalau benar benar mau bagi ilmu seharusnya gk usah 
bayarrrr😒😒😒😌😌😌😌😏😏 Jadi ini itu harus orang kaya aja yang bisa pake 
aplikasi ini?😪😪😪😪😪 ??????!!!!!! GAK LAH YAUUUU",1,Negatif,30,knp hrs bayar ilmu gk bayarrrr orang kaya pake gak yauuuu
Mau nyari ruang bk dimana yah ?,2,Negatif,7,nyari ruang bk mana yah
3 kali jadinya download 😠😠😠,1,Negatif,5,kali download
"sering putus2 kak vidionya,jadi gk nyaman buat belajar",1,Negatif,8,putus kak vidionyajadi gk nyaman ajar
Kok rangkuman akhir selalu ga bisa/GAGAL di download kenapa? Mohon solusinya.,2,Negatif,11,rangkum ga bisagagal download mohon solusi
Saya sangat suka dengan aplikasi ruang guru karena sangat membantu saya belajar,5,Positif,12,suka ruang guru bantu ajar
grafisnya bagus... mengajarnya nyaman.... mengasih soalnya enak sampai sampai bisa di makan 😂,5,Positif,13,grafis bagus ajar nyaman asih enak makan
Memuaskan informasi materi pelajaran,5,Positif,4,muas informasi materi ajar
!!!!!!!!!!!! -_-!!!!!!!!!!!!!!! Acaranya lama!!!!!!!!,1,Negatif,4, acara
Saya sangat senang dengan apelikasihi ini karena bagus banget,5,Positif,9,senang apelikasihi bagus banget
👍👍 Bagus kalian harus men dowlod nya,5,Positif,7,bagus men dowlod
Aku seneg banget loh kalo ak belajar di RUANG GURU 😘😘,5,Positif,11,seneg banget loh kalo ak ajar ruang guru
Kenapa belajar di sini harus bayar?? Gak cukup gitu belajar cuman hanya mengandalkan kuota ajh,1,Negatif,15,ajar bayar gak gitu ajar cuman andal kuota ajh
HELLO RUANGGURU MY NAME IS FAIZ. SAYA KELAS 6. AKU TAHUN KEMARIN PERINGKAT 8 SEKARANG NAIK JADI 6 MAKASI RUANGGURU. TAPI KENAPA AKU KASI BINTANG 2 KARENA HARGA PEMBAYARAN BIMBEL ONLINE TERLALU MAHAL COBA DIDISKON 80PERSEN. ORANG TUAKU JADI KAGET MASA LANGGANAN 1TH 930 KAN BISA DIKURANGI JADI 530 TOLONG DIKURANGI HARGANYA YA.BYFAIZ. DAN TERIMA KASI TELAH MENOLONG ANAK2 MENJADI PINTAR. THANK YOU RUANGGURU,2,Negatif,64,hello my name is faiz kelas kemarin peringkat makas kasi bintang harga bayar bimbel online mahal coba diskon persen orang tua kaget langgan th rang tolong rang harga yabyfaiz terima kasi tolong anak pintar thank you
